Client_PK,Nom_Client
2019787,Gregory Day
2019788,William Erickson
2019789,Jennifer Boyd
2019790,Eric Santiago
2019791,John Sherman
2019792,Mark Perry
2019793,Luke Carey
2019794,George Smith
2019795,Shawn Bennett
2019796,Trevor Mcdonald
2019797,Samantha Alvarado MD
2019798,Michael Allison
2019799,Anthony Taylor
2019800,Kurt Bowman
2019801,Jessica Anderson
2019802,Alicia Atkins
2019803,Dawn Tucker
2019804,Jessica Meyer
2019805,Edward Spears
2019806,Pamela Nicholson
2019807,William Cline
2019808,Misty Henry
2019809,Mariah Ortiz
2019810,Michelle Goodman
2019811,Leah Hicks
2019812,Meagan Wagner
2019813,Russell Walker
2019814,Anthony Powell
2019815,Rachel Carter
2019816,Robert Johnson
2019817,Sarah Stevens
2019818,Dr. David Klein Jr.
2019819,Sara Moore
2019820,Norman Grant
2019821,Matthew Maynard
2019822,Donald Davis
2019823,Randy Cannon
2019824,Raymond Lopez
2019825,Joshua Rivera
2019826,Joseph Hodges
2019827,Jordan Warner
2019828,Brenda Chang
2019829,Vincent Griffin
2019830,Tony Rowland
2019831,Charles Garner
2019832,Kurt Harrison
2019833,Brittany Miller
2019834,Paula Brewer
2019835,John Morton
2019836,Jonathan Hernandez
2019837,Bruce Johnson
2019838,Emma Turner
2019839,Steve Wright
2019840,Christina Washington
2019841,Joseph Nicholson
2019842,James Davis
2019843,Carl Bernard
2019844,Brandon Norton
2019845,Stephen Lee
2019846,Regina Sutton
2019847,Monica Reynolds
2019848,Sarah White
2019849,Jessica Fuller
2019850,Donna Deleon
2019851,Ricky Schneider
2019852,Amy Wright
2019853,Amy Ross
2019854,Brittany Castro
2019855,Christopher Valdez
2019856,Elizabeth Alvarez
2019857,Michelle Blackburn
2019858,Chelsea Armstrong
2019859,Brittany Knight
2019860,Cathy Chapman
2019861,Earl Pena
2019862,Brian Gordon
2019863,Samuel Ward
2019864,Stephanie Baker
2019865,Robert Hall
2019866,Monique Wolfe
2019867,Kristen Williams
2019868,Cassandra Benton
2019869,Ms. Hannah Bishop
2019870,Debra Jones
2019871,Stacy Johnson
2019872,Nathan Schmidt
2019873,Nathan Sheppard
2019874,Ronald Ross
2019875,Aaron Maddox
2019876,Stephanie Chaney
2019877,Patricia Pace
2019878,Julie Wood
2019879,Katherine Clark DDS
2019880,Karen Ross
2019881,Michael Barron
2019882,Ryan Hill
2019883,Kathleen Freeman
2019884,Gloria Nguyen DDS
2019885,Adriana Gross
2019886,David Dixon
2019887,Gary Alexander
2019888,Jared Ray
2019889,James Brown
2019890,Jack Miller
2019891,Ryan Wilson
2019892,Lee Murphy
2019893,Dr. Steven Rodriguez
2019894,William Williams
2019895,Gavin Martin
2019896,Daniel Harrington
2019897,Jessica Villa
2019898,Michelle Paul
2019899,Cassandra Patterson
2019900,Andrew Wilson
2019901,Karen Roberts
2019902,Jennifer Mejia
2019903,Jose Patel
2019904,Sara Campbell PhD
2019905,Timothy Cline
2019906,Gina Morgan
2019907,Dominique Wolf
2019908,Stephanie Webster
2019909,Jimmy Avila
2019910,Tracy Vang
2019911,Debra Mcintosh
2019912,Benjamin Cowan
2019913,Joshua Chang
2019914,Beth Benjamin
2019915,Tara Gonzalez
2019916,Heather Gray
2019917,Raven Mccall
2019918,Kimberly Swanson
2019919,Crystal Smith
2019920,Traci Ortiz
2019921,Katherine Long
2019922,Danielle Collins
2019923,Elizabeth Finley
2019924,Dr. Andre Robertson
2019925,Madeline Hansen
2019926,Eduardo Oliver
2019927,Steven Rivera
2019928,Blake Campbell
2019929,Steven Spence
2019930,Kelly Walls
2019931,Rebecca Morris
2019932,Denise Johnson
2019933,Mark Bentley
2019934,Jonathan Franco
2019935,Eileen Cannon
2019936,Molly Brown
2019937,Patricia Silva
2019938,Philip Moore
2019939,Michael Clark
2019940,Joshua Roberson
2019941,Jonathan Harvey
2019942,Rebecca Green
2019943,Miss Margaret Anderson
2019944,Paul Rowe
2019945,Douglas Young
2019946,Daniel Owen
2019947,Richard Diaz
2019948,William Mcdaniel
2019949,Natalie Phillips
2019950,Jerry Barnes
2019951,Alexander Carson
2019952,Sara Washington
2019953,Joe Hatfield
2019954,Laura Murphy
2019955,Stephanie Gray
2019956,Destiny Cole
2019957,David Haynes
2019958,Stephanie Torres
2019959,Vanessa Lopez
2019960,Courtney Fernandez
2019961,Martha Fowler
2019962,Kevin Hawkins
2019963,Kevin Richmond
2019964,Martin King
2019965,Matthew Owens
2019966,James White
2019967,Carrie Elliott
2019968,Tina Adams
2019969,Dylan Kramer
2019970,Robin Williams
2019971,Jennifer Simmons
2019972,Juan Ingram
2019973,Gregory Vasquez MD
2019974,Joseph Caldwell
2019975,Elizabeth Green
2019976,Seth Harris
2019977,Alyssa Marshall
2019978,Kevin Faulkner
2019979,Latoya Guerrero
2019980,Michele Clark
2019981,Lauren Guzman
2019982,Cynthia Wright
2019983,Frederick Orozco
2019984,Kelli Jones
2019985,Eric Randolph
2019986,Sarah Moses
2019987,Daniel Taylor
2019988,Mary Ali
2019989,Cynthia Rush
2019990,Diane Dougherty
2019991,Ashley Snyder
2019992,Troy Santos
2019993,Angelica Reyes
2019994,Zachary Watson
2019995,Patrick Herring
2019996,David Hardy
2019997,Paul Spencer
2019998,Louis Lopez
2019999,Jessica Arias
2020000,Russell Anderson
2020001,Elizabeth Hudson
2020002,James Norton II
2020003,Matthew Williams
2020004,Natalie Salazar
2020005,Kevin Brown
2020006,Christina Schroeder DDS
2020007,Brian Taylor
2020008,Mark Bennett
2020009,William Hart
2020010,Robert Larsen
2020011,James Reese
2020012,Phillip Hall
2020013,Melissa Flynn
2020014,Andres Pearson
2020015,Ralph Burgess
2020016,Vanessa Lawrence
2020017,Alicia Hill
2020018,Michael Estrada
2020019,Teresa Eaton
2020020,David Carter
2020021,Richard Howell
2020022,Cody Miller
2020023,Nathan Carr
2020024,Andrew Butler
2020025,Allison Ashley
2020026,Sean Martinez
2020027,April Hodges
2020028,Patricia Martinez
2020029,Jennifer Booker
2020030,Bridget Johnson MD
2020031,Logan Wallace
2020032,Charles Robinson
2020033,Henry Valenzuela
2020034,Kendra Doyle
2020035,Lawrence Montes
2020036,Jennifer Holt
2020037,Hannah Wolf
2020038,Stanley Mclaughlin
2020039,Kevin Santiago
2020040,Brandon Berry
2020041,Lori Huang
2020042,Elizabeth Wright
2020043,Kathryn Church
2020044,Noah Harvey
2020045,John Russell
2020046,Dana Hunter
2020047,Lisa Andrews
2020048,John Tanner
2020049,Brian Underwood
2020050,Thomas Carney
2020051,Danielle Smith
2020052,Andrew Johnson
2020053,John Guerra
2020054,Jane Myers
2020055,Vincent Briggs
2020056,Matthew Green
2020057,Sandra Henderson
2020058,Richard Brown
2020059,Mary Mayo
2020060,Thomas Gallegos
2020061,Matthew Moore
2020062,Jack Ramirez
2020063,Miranda Shaffer
2020064,Rebecca Salazar
2020065,Kenneth Chase
2020066,Gina Lopez
2020067,Paul Johnson
2020068,Kim Phillips
2020069,Danielle Stewart
2020070,Laura Fields
2020071,Jennifer Pena
2020072,Jacqueline Rosales
2020073,Shawn Robertson
2020074,Susan Evans
2020075,Wendy Gordon
2020076,Michael Kline
2020077,Jordan Villegas
2020078,Jonathan Foster
2020079,Jackson Collins
2020080,Michael Kramer
2020081,Samantha Wise
2020082,Joshua Bailey
2020083,Ana Collins
2020084,Thomas Schaefer
2020085,Sarah Garcia
2020086,Grant Leon
2020087,Natasha Mclean
2020088,Joshua Jimenez
2020089,Barbara Lopez
2020090,John Pace
2020091,Amy Mitchell
2020092,Thomas Harrison
2020093,Erika Newton MD
2020094,Jennifer Scott
2020095,Karen Gilbert
2020096,John Nichols
2020097,Jeff Patrick
2020098,Taylor Brown
2020099,Roger Roberson
2020100,Robert Bennett
2020101,Julie Mcconnell
2020102,Carrie Green
2020103,Theresa Richard
2020104,Andrea Cruz
2020105,Shannon Middleton
2020106,Brian Moreno
2020107,Alicia Small
2020108,Corey Davis
2020109,Mr. Daniel Mitchell
2020110,Sandra Mcguire
2020111,Jeffrey Hall MD
2020112,Stephanie West
2020113,Jamie Adams
2020114,Danielle Robertson
2020115,Samuel King
2020116,Scott Medina
2020117,Jesus Hahn
2020118,Sarah Huang
2020119,Ashlee Fields
2020120,Rachel Yu
2020121,Abigail Cox
2020122,Gregory Wells
2020123,Cynthia Brown
2020124,David Lewis
2020125,Ryan Smith
2020126,Meghan Thomas MD
2020127,Catherine Schroeder
2020128,Adam Barajas
2020129,Derrick Gonzales
2020130,Daniel Hunter
2020131,Nathan Duran
2020132,Michelle Padilla
2020133,Christopher Cortez
2020134,Anna Watson
2020135,Stephanie Brown
2020136,Dr. Sean Wilson
2020137,Karen Dixon
2020138,Peter Preston
2020139,Christopher Stanley
2020140,Theresa Fuentes
2020141,Michael Martin
2020142,Daniel Frey
2020143,Dr. Aaron Edwards
2020144,Lori Hopkins
2020145,Shannon Johnson
2020146,Melissa Mccoy
2020147,Richard Anderson
2020148,Jordan Brown
2020149,Richard Valenzuela
2020150,Judy Wood
2020151,Christopher Watkins
2020152,Rebecca Elliott
2020153,Sandra Delgado
2020154,Richard Sanders
2020155,Larry Raymond
2020156,Robert Lane
2020157,Brandon Navarro
2020158,Yvonne Butler
2020159,Kathy Johnson
2020160,Veronica Murphy
2020161,Alex Mathews
2020162,William Zavala
2020163,Carolyn Myers
2020164,Angel King
2020165,Jamie Powell
2020166,Karen Horn
2020167,Gerald Craig
2020168,Jennifer Williams
2020169,Melissa Meyer
2020170,Joseph Gonzalez
2020171,Robert Torres
2020172,Mark Roman
2020173,Kelly Collins
2020174,Jeffrey Best
2020175,Vanessa Hardy
2020176,Grant Johnson
2020177,Michael Payne
2020178,Cindy Gibson
2020179,Scott Espinoza
2020180,Dale Martin
2020181,Jessica Price
2020182,Sandra Yang
2020183,Benjamin Dominguez
2020184,Megan Romero
2020185,Krystal Horton
2020186,Thomas Owens
2020187,Robert Duffy
2020188,David Long
2020189,Casey Abbott
2020190,Brenda Bowen
2020191,Carolyn Valenzuela
2020192,Michael Herring
2020193,Justin Cooper
2020194,Jonathan Washington
2020195,Jodi Gardner
2020196,Sandra Giles
2020197,Karen Haney
2020198,William Sanders
2020199,Dawn Morrow
2020200,Paul Carpenter
2020201,Bonnie Fox
2020202,Maria Porter
2020203,Jeffery Crane MD
2020204,Diana Harrison
2020205,James Murphy
2020206,Maxwell Carter
2020207,Alexandra Peters
2020208,Kristin Fischer
2020209,Stacey Price
2020210,Alyssa Herrera
2020211,Kelly Larsen
2020212,Ashley Harvey
2020213,Eric Williams
2020214,John Taylor
2020215,Wayne Phillips
2020216,Rachel Carr
2020217,Brian Chapman
2020218,Sharon Palmer
2020219,Kathy Bailey
2020220,Christina Peterson
2020221,Krista Cain
2020222,Aaron Christensen
2020223,Cheryl Navarro
2020224,Alexis Lewis
2020225,Taylor Newman
2020226,Eric Golden
2020227,Dr. William Morris
2020228,Anne King
2020229,Caleb Garza
2020230,Wendy Watts
2020231,Samantha Allen
2020232,Toni Porter
2020233,Elizabeth Hall
2020234,David Gibbs
2020235,Diana Dunn
2020236,Garrett Greene
2020237,Nicholas Fox
2020238,Amanda Lee
2020239,John Hoffman
2020240,Keith Horton
2020241,Garrett Fischer
2020242,Rebecca Peters
2020243,Katrina Garcia
2020244,Kevin Young
2020245,Brenda Leon
2020246,Philip Hart
2020247,Isaac Shepard
2020248,Kathleen Diaz
2020249,Nicole Richardson
2020250,Zachary Franco
2020251,Dean Trujillo
2020252,Erica Melendez
2020253,Alyssa Hays
2020254,Mike Cook
2020255,Tracey Gomez
2020256,Diana Jenkins
2020257,Holly Floyd
2020258,Matthew Johnson
2020259,Amanda Morgan
2020260,Michaela Ramirez
2020261,Thomas Dickerson
2020262,Mr. Jonathan Scott
2020263,Victoria Castro
2020264,Dustin Contreras
2020265,Patrick Griffin
2020266,Andrew Gomez
2020267,Madeline Conner
2020268,Adam Hutchinson
2020269,Michael Hicks
2020270,Jennifer Barnes
2020271,Evan Pierce
2020272,Austin Miller
2020273,Jesse Martinez
2020274,Sharon Ferrell
2020275,Crystal Simon
2020276,Rebecca David
2020277,Cynthia Thompson
2020278,Carla Lee
2020279,Kimberly Maddox
2020280,Gregory Mitchell
2020281,Andrea Velez
2020282,Margaret Moore
2020283,John Zamora
2020284,Brittany Robles
2020285,Javier Barron
2020286,Katherine Anthony
2020287,Johnathan Jenkins
2020288,Katherine Gonzalez
2020289,Jeffrey Williams
2020290,Danielle Crane
2020291,Louis Cortez
2020292,Richard Gallegos
2020293,Sherry Johnson
2020294,Christopher Brooks
2020295,Troy Wilson
2020296,Courtney Solomon
2020297,Jonathan Dixon
2020298,Brianna Perez
2020299,Tyler Stewart
2020300,Gregory Lloyd
2020301,Rebecca Jarvis
2020302,Robert Spencer
2020303,Courtney Henderson
2020304,Corey Miller
2020305,Michelle Castillo
2020306,Shannon Hines
2020307,Leslie Chambers
2020308,Stacy Sanders
2020309,Katherine Taylor
2020310,Juan Hines
2020311,Jason Hart
2020312,Roger Burke
2020313,Robyn Moore
2020314,Michael Gallagher
2020315,Steven Mann
2020316,Julia Peterson
2020317,Rodney Jones
2020318,Susan Smith
2020319,Robin Price
2020320,Cindy King
2020321,Jonathan Fox
